place;username;date;text;permalink
01c060cf466c6ce3;SilkWithDiamond;2016-11-06 23:00;"@mileysdrive @HillaryClinton Didn't have enough breath for Whitewater,Filegate,e mail subpoenas, FBI lies, $$ from Syria, spirit cooking etc";https://twitter.com/SilkWithDiamond/status/795385373501202432
01c060cf466c6ce3;oghector;2016-11-06 22:51;"@jazejess @HillaryClinton / Sadly, the way @BarackObama did?";https://twitter.com/oghector/status/795383096891699200
01c060cf466c6ce3;SilkWithDiamond;2016-11-06 21:10;"@HillaryClinton @repjohnlewis And Jay-z endorses you-- tell me the difference? His language & actions don't personify American spirit.";https://twitter.com/SilkWithDiamond/status/795357742831529984
01c060cf466c6ce3;SilkWithDiamond;2016-11-06 19:10;"@HillaryClinton Paid jobs and appointed positions are lines on a resume-not accomplishments to hang your hat on- when most have scandal also";https://twitter.com/SilkWithDiamond/status/795327541548445696
01c060cf466c6ce3;SilkWithDiamond;2016-11-06 17:04;"@HillaryClinton Yeah but she hasn't said what she's gonna do.She talks in generalities-- not specifics-very vague on her plans-has none?";https://twitter.com/SilkWithDiamond/status/795295745955901440
01c060cf466c6ce3;walkerright;2016-11-06 06:31;"Forget @HillaryClinton & @realDonaldTrump . Best debate of 2016 was between @wale and @DJClarkKent over #SneakerOfTheYear . #ComplexCon";https://twitter.com/walkerright/status/795136487910096900
01c060cf466c6ce3;SilkWithDiamond;2016-11-06 00:57;"@JudgeJeanine @Darren32895836 @TGowdySC @HillaryClinton A room full of Tray Gowdys would put R country back where it belongs..with respect";https://twitter.com/SilkWithDiamond/status/795052332362776576
01c060cf466c6ce3;megankerr;2016-11-06 00:10;"@leahmcelrath @HillaryClinton I was a proud Clinton delegate in Philly. This made me weep all over again. What a journey. #Ibelieve";https://twitter.com/megankerr/status/795040505155371008
01c060cf466c6ce3;SilkWithDiamond;2016-11-05 23:30;"@HillaryClinton Don't think I want 2 vote for someone with a history of lying all the time. Can't tell when she's truthin' or not- not cool.";https://twitter.com/SilkWithDiamond/status/795030437630394368
01c060cf466c6ce3;FashionFunPJ;2016-11-05 22:12;"#MAGA BY NOT VOTING FOR #donaldtrump #LIAR #RAPIST #Misogynist #IDIOT #MORON #TYRANT #CHEATER #BIGOT #chauvinist @HillaryClinton WILL WIN!!";https://twitter.com/FashionFunPJ/status/795011005029847040
01c060cf466c6ce3;FashionFunPJ;2016-11-05 22:02;"@HillaryClinton AMAZING!!! #imwithher #HillaryClinton #POTUS #imwithher2016";https://twitter.com/FashionFunPJ/status/795008394331504640
01c060cf466c6ce3;SilkWithDiamond;2016-11-05 20:32;"@HillaryClinton If everyone counts, why haven't inner cities prospered? With opportunity? And funding? What have YOU done to help in 30 yes?";https://twitter.com/SilkWithDiamond/status/794985691931242496
01c060cf466c6ce3;tm2983;2016-11-05 20:04;"@HillaryClinton YES, President!";https://twitter.com/tm2983/status/794978723913076736
