place;username;date;text;permalink
944c03c1d85ef480;tomison61;2016-11-06 21:29;"@DVATW @cathymv I don't know! Too many ppl @realDonaldTrump rallies compared to @HillaryClinton #cheating";https://twitter.com/tomison61/status/795362511717421056
944c03c1d85ef480;JerryKarenNeff;2016-11-06 20:14;"VOTE . @realDonaldTrump https:// twitter.com/wikileaks/stat us/795080686780739585 …";https://twitter.com/JerryKarenNeff/status/795343516574486528
944c03c1d85ef480;LincolnFresno;2016-11-06 20:13;"The fact that she's there says it all. Not there if she's leading there. @realDonaldTrump https:// twitter.com/foxnews/status /795342769959092224 …";https://twitter.com/LincolnFresno/status/795343434378715136
944c03c1d85ef480;JerryKarenNeff;2016-11-06 20:13;"VOTE . @realDonaldTrump https:// twitter.com/FoxNews/status /795330980504567808 …";https://twitter.com/JerryKarenNeff/status/795343411314204672
944c03c1d85ef480;JerryKarenNeff;2016-11-06 20:13;"VOTE . @realDonaldTrump . Impeach @BarackObama https:// twitter.com/varepall/statu s/795331483112239105 …";https://twitter.com/JerryKarenNeff/status/795343277071298560
944c03c1d85ef480;JerryKarenNeff;2016-11-06 20:11;"VOTE . @realDonaldTrump https:// twitter.com/DonaldJTrumpJr /status/795308974346240000 …";https://twitter.com/JerryKarenNeff/status/795342756382056449
944c03c1d85ef480;JerryKarenNeff;2016-11-06 20:09;"VOTE . @realDonaldTrump https:// twitter.com/RealJamesWoods /status/795222409724903424 …";https://twitter.com/JerryKarenNeff/status/795342435865882624
944c03c1d85ef480;JerryKarenNeff;2016-11-06 20:09;"VOTE . @realDonaldTrump https:// twitter.com/WhoWolfe/statu s/795298971732348928 …";https://twitter.com/JerryKarenNeff/status/795342281624563712
944c03c1d85ef480;JerryKarenNeff;2016-11-06 20:08;"VOTE . @realDonaldTrump https:// twitter.com/wikileaks/stat us/795290227157909504 …";https://twitter.com/JerryKarenNeff/status/795342162204315648
944c03c1d85ef480;JerryKarenNeff;2016-11-06 20:08;"VOTE . @realDonaldTrump https:// twitter.com/varepall/statu s/795274154715058176 …";https://twitter.com/JerryKarenNeff/status/795342101688950784
944c03c1d85ef480;JerryKarenNeff;2016-11-06 20:06;"VOTE . @realDonaldTrump https:// twitter.com/rbhutch1966/st atus/795070177729716224 …";https://twitter.com/JerryKarenNeff/status/795341661832245248
944c03c1d85ef480;JerryKarenNeff;2016-11-06 20:06;"VOTE . @realDonaldTrump https:// twitter.com/sacbee_news/st atus/795069990785294336 …";https://twitter.com/JerryKarenNeff/status/795341522946301952
944c03c1d85ef480;JerryKarenNeff;2016-11-06 20:05;"VOTE . @realDonaldTrump https:// twitter.com/rbhutch1966/st atus/795069836728668160 …";https://twitter.com/JerryKarenNeff/status/795341338371686400
944c03c1d85ef480;JerryKarenNeff;2016-11-06 20:04;"VOTE . @realDonaldTrump https:// twitter.com/rbhutch1966/st atus/795069362667454464 …";https://twitter.com/JerryKarenNeff/status/795341136202108928
944c03c1d85ef480;JerryKarenNeff;2016-11-06 20:01;"VOTE . @realDonaldTrump https:// twitter.com/MajorCBS/statu s/795067248557768708 …";https://twitter.com/JerryKarenNeff/status/795340360348102656
944c03c1d85ef480;JerryKarenNeff;2016-11-06 20:00;"VOTE . @realDonaldTrump https:// twitter.com/TeamTrump/stat us/795068180968288256 …";https://twitter.com/JerryKarenNeff/status/795340167867285504
944c03c1d85ef480;JerryKarenNeff;2016-11-06 19:43;"VOTE . @realDonaldTrump to empty the DC swamp https:// twitter.com/AllenWest/stat us/795020534601744384 …";https://twitter.com/JerryKarenNeff/status/795335912963981312
944c03c1d85ef480;JerryKarenNeff;2016-11-06 19:40;"VOTE . @realDonaldTrump https:// twitter.com/varepall/statu s/795018457653923841 …";https://twitter.com/JerryKarenNeff/status/795335176528097280
944c03c1d85ef480;JerryKarenNeff;2016-11-06 19:37;"VOTE . @realDonaldTrump https:// twitter.com/DRUDGE_REPORT/ status/795006455430557697 …";https://twitter.com/JerryKarenNeff/status/795334340037091328
944c03c1d85ef480;JerryKarenNeff;2016-11-06 19:34;"VOTE . @realDonaldTrump https:// twitter.com/wikileaks/stat us/794906269022818304 …";https://twitter.com/JerryKarenNeff/status/795333578896703488
944c03c1d85ef480;JerryKarenNeff;2016-11-06 19:33;"VOTE . @realDonaldTrump https:// twitter.com/RealJamesWoods /status/794932534769373184 …";https://twitter.com/JerryKarenNeff/status/795333401087574017
944c03c1d85ef480;JerryKarenNeff;2016-11-06 19:31;"VOTE . @realDonaldTrump https:// twitter.com/JamesOKeefeIII /status/794922748145303553 …";https://twitter.com/JerryKarenNeff/status/795332863684014080
944c03c1d85ef480;JerryKarenNeff;2016-11-06 19:31;"VOTE . @realDonaldTrump https:// twitter.com/USAforTrump201 6/status/794965765833117696 …";https://twitter.com/JerryKarenNeff/status/795332676504801280
944c03c1d85ef480;young1jimi;2016-11-06 08:15;"@realDonaldTrump https:// twitter.com/fashoooooooo/s tatus/795158160973533184 …";https://twitter.com/young1jimi/status/795162655736537088
944c03c1d85ef480;AlexShepiro;2016-11-06 05:56;"@GhostNurse @realDonaldTrump 3. I thought Nevada was an open carry state!";https://twitter.com/AlexShepiro/status/795127606852997120
944c03c1d85ef480;AlexShepiro;2016-11-06 05:55;"@GhostNurse @realDonaldTrump , then Why were soldiers in full battle regalia allowed to have guns?";https://twitter.com/AlexShepiro/status/795127543460286465
944c03c1d85ef480;AlexShepiro;2016-11-06 05:55;"@GhostNurse @realDonaldTrump 2. If people are not suppose to have guns at the rallies, cept for police and SS,";https://twitter.com/AlexShepiro/status/795127465077149696
944c03c1d85ef480;mom2vanessa;2016-11-06 04:58;"@realDonaldTrump why should I waste my precious time";https://twitter.com/mom2vanessa/status/795113050541944832
944c03c1d85ef480;readercindyj;2016-11-06 04:16;"@ErinRHazel He's a fucken dipp doodle! @realDonaldTrump @girlsreallyrule";https://twitter.com/readercindyj/status/795102567831212033
944c03c1d85ef480;HopeCapriola;2016-11-06 03:13;"@maggieNYT It is @realDonaldTrump & his campaigns responsibility to inform his supporters & public that there was no gun.";https://twitter.com/HopeCapriola/status/795086585771343872
944c03c1d85ef480;HopeCapriola;2016-11-05 20:33;"@CBSNews What happened to no PC @realDonaldTrump ?";https://twitter.com/HopeCapriola/status/794985949847392256
