place;username;date;text;permalink
488da0de4c92ac8e;SMUgirl18;2016-11-14 02:53;"@fans_clinton I hope not! Come on @HillaryClinton";https://twitter.com/SMUgirl18/status/797980806392090625
488da0de4c92ac8e;SMUgirl18;2016-11-13 02:13;"Yazzzuh!! You mess over Madam President @HillaryClinton You pay! https:// twitter.com/lawrenceleritz /status/797601505427787777 …";https://twitter.com/SMUgirl18/status/797608252481695744
488da0de4c92ac8e;SMUgirl18;2016-11-12 22:48;"@HillaryClinton We love you Madam President!";https://twitter.com/SMUgirl18/status/797556610541486081
488da0de4c92ac8e;SMUgirl18;2016-11-12 14:29;"No we know who we are. We support @HillaryClinton ,we denounce tyranny and we'll fight all four years for justice! https:// twitter.com/wsj/status/797 427992624562177 …";https://twitter.com/SMUgirl18/status/797431104693239808
488da0de4c92ac8e;SMUgirl18;2016-11-12 14:07;"@DavidCornDC We rejected this, for protest in the streets! We got work to do @HillaryClinton Supporters. It ain't over!";https://twitter.com/SMUgirl18/status/797425466919550976
488da0de4c92ac8e;gfp3;2016-11-12 04:15;"@col_nj @Mike_Beacham - @POTUS @DNC @HillaryClinton @georgesoros have just started! If @realDonaldTrump doesn't kill the vermin it continues";https://twitter.com/gfp3/status/797276549099778048
488da0de4c92ac8e;4billholt;2016-11-12 00:14;"@Lawrence @aravosis @HillaryClinton or you could discuss changing the constitution to put rural states under occupation of urban ones #RTFM";https://twitter.com/4billholt/status/797216076438339584
488da0de4c92ac8e;gfp3;2016-11-11 23:22;"@realDonaldTrump to offer @HillaryClinton Ambassador to Benghazi Libya. Corp HQ for @ABC @CBS @NBC moving Venezuela. @CNN & @MSNBC to IRAN";https://twitter.com/gfp3/status/797202840137662465
488da0de4c92ac8e;lilisurf;2016-11-11 22:49;"@HillaryClinton We love you and you were the Best Candidate for President...";https://twitter.com/lilisurf/status/797194631041732608
488da0de4c92ac8e;bainomet;2016-11-11 04:41;"@HillaryClinton #stillwithher You still have the most powerful position in the world, Hillary, after all, it's you we're talking about.";https://twitter.com/bainomet/status/796920795041669120
488da0de4c92ac8e;jeff_bw;2016-11-09 22:55;"@LeslieMarshall @HillaryClinton better huh...hubby's Xanax is kicking in huh";https://twitter.com/jeff_bw/status/796471226038415361
488da0de4c92ac8e;eruhnke2;2016-11-09 21:33;"@MileyCyrus @HillaryClinton When are you leaving the country! Bye Felicia";https://twitter.com/eruhnke2/status/796450688872153088
488da0de4c92ac8e;cshaw79;2016-11-09 21:30;"I can't help but wonder if the #NotMyPresident hashtag campaign would be considered sexist if @HillaryClinton had won last night.";https://twitter.com/cshaw79/status/796449877525954560
488da0de4c92ac8e;HalerSub22;2016-11-09 18:11;"@HillaryClinton I'm proud of u u are a strong woman I'm gonna run for president one day";https://twitter.com/HalerSub22/status/796399854520008704
488da0de4c92ac8e;vikinglodge;2016-11-09 18:08;"@BillHemmer An ok even decent speech @HillaryClinton but no apology for Benghazi";https://twitter.com/vikinglodge/status/796399096617648128
488da0de4c92ac8e;AnnaGClinton;2016-11-09 18:04;"#Graciousness -much better than bitterness or gloating. Thank U @HillaryClinton & @realDonaldTrump for beginning the healing immediately!";https://twitter.com/AnnaGClinton/status/796397950377328641
488da0de4c92ac8e;vikinglodge;2016-11-09 17:38;"@BillHemmer @timkaine @HillaryClinton @FoxNews kaine pic.twitter.com/q8SoYyw4vR";https://twitter.com/vikinglodge/status/796391435964743680
488da0de4c92ac8e;KenButler;2016-11-09 17:34;"@HillaryClinton keeps delaying her concession speech. Not very thoughtful for all her supporters. Already sent them home last night.";https://twitter.com/KenButler/status/796390415926755328
488da0de4c92ac8e;ChrisDoesDallas;2016-11-09 15:21;"I am so sorry @HillaryClinton . We let you down...we let ourselves down. Anti-intellectualism has taken over America, and ignorance rules.";https://twitter.com/ChrisDoesDallas/status/796357063987331072
488da0de4c92ac8e;Cupcakebarbie1;2016-11-09 13:36;"@MMaheuMendes @HillaryClinton My vote and the votes of Americans determines who "deserves" it. Not Celebrities. Not Obama. Not the media.";https://twitter.com/Cupcakebarbie1/status/796330507474706433
488da0de4c92ac8e;Cupcakebarbie1;2016-11-09 13:28;"@amurd15 @HillaryClinton As has Bill";https://twitter.com/Cupcakebarbie1/status/796328567911092224
488da0de4c92ac8e;Cupcakebarbie1;2016-11-09 13:27;"@MMaheuMendes @HillaryClinton Deserved it? Try again honey. Votes must come from each individual. You are not entitled to mine!";https://twitter.com/Cupcakebarbie1/status/796328303288340480
488da0de4c92ac8e;Cupcakebarbie1;2016-11-09 13:25;"@echoesofmymind @HillaryClinton Because half of them didn't think like you? Have their own heartache and problems? Know we are on a bad path";https://twitter.com/Cupcakebarbie1/status/796327796616429568
488da0de4c92ac8e;gfp3;2016-11-09 09:34;"@ReutersPolitics @Reuters Americans Win! Thank you @wikileaks for exposing @POTUS @HillaryClinton @billclinton @johnpodesta CORRUPTION";https://twitter.com/gfp3/status/796269683792113664
488da0de4c92ac8e;brandiskywalker;2016-11-09 09:26;"@HillaryClinton This is not right. As a rape victim I feel unsafe now in this America. With u as President I would feel safe. Help us plz!!";https://twitter.com/brandiskywalker/status/796267706853031937
488da0de4c92ac8e;IranImmig4Trump;2016-11-09 08:17;"@singernews @benshapiro @HillaryClinton @realDonaldTrump HRC needs more votes in PA & MI. Call the spirits you know and ask them to use their power to have the dead vote ASAP.";https://twitter.com/IranImmig4Trump/status/796250374076243968
488da0de4c92ac8e;msgiggles76;2016-11-09 07:14;"@HillaryClinton Good luck. I'm off to bed. Thanks for fighting for us. I wish more of us understood what the fight was for. #votedforher";https://twitter.com/msgiggles76/status/796234575177510916
488da0de4c92ac8e;gfp3;2016-11-09 07:08;"@billclinton @HillaryClinton @johnpodesta have dispatched every thug in Mi & Pa with offers of $ & Pardons to destroy Trump ballots";https://twitter.com/gfp3/status/796233062497579009
