place;username;date;text;permalink
b71fac2ee9792cbe;ExistentialPunk;2016-11-15 00:05;"@realDonaldTrump is a buffoon and bloviating dumbass. #notmypresident https:// twitter.com/lizdyer/status /798265626120830977 …";https://twitter.com/ExistentialPunk/status/798300931053920257
b71fac2ee9792cbe;keithlowell;2016-11-14 22:42;"@ScottRGraber @AWorldOutOfMind @realDonaldTrump I notice you're not acknowledging the 1st part, about a white nationalist adviser.";https://twitter.com/keithlowell/status/798279942609858560
b71fac2ee9792cbe;keithlowell;2016-11-14 22:17;"@ScottRGraber @AWorldOutOfMind @realDonaldTrump Well he also appointed a white nationalist his top adviser. FBI reports surge in hate crimes";https://twitter.com/keithlowell/status/798273557960609793
b71fac2ee9792cbe;ExistentialPunk;2016-11-14 21:16;"How does @realDonaldTrump expect to unify the country by appointing White Nationalist Steve Bannon to his admin? #NotMyPresident";https://twitter.com/ExistentialPunk/status/798258338395918336
b71fac2ee9792cbe;Jackie_Pooo;2016-11-14 20:36;"End this lawlessness @realDonaldTrump https:// twitter.com/brad_d80/statu s/798026470580830208 …";https://twitter.com/Jackie_Pooo/status/798248200092020736
b71fac2ee9792cbe;elainebebrown1;2016-11-14 19:38;"@realDonaldTrump we need a law that will for the arrest and conviction of those public figures like @katyperry inciting violence!";https://twitter.com/elainebebrown1/status/798233735938248705
b71fac2ee9792cbe;PacificResearch;2016-11-14 17:58;"Under President @realDonaldTrump , Americans can finally put #Obamacare behind us, writes @sallypipes in @Forbes . http://www. forbes.com/sites/sallypip es/2016/11/14/under-trump-americans-can-finally-put-obamacare-behind-us/#55e4507f3f7f …";https://twitter.com/PacificResearch/status/798208559481647104
b71fac2ee9792cbe;dunquetusei;2016-11-14 17:15;"Stop watching @MSNBC . They are all liars! @realDonaldTrump";https://twitter.com/dunquetusei/status/798197720099868672
b71fac2ee9792cbe;dunquetusei;2016-11-14 17:12;"Stop watching @MSNBCRachel . So many impressive degrees and she's a liar! @realDonaldTrump";https://twitter.com/dunquetusei/status/798197024407437312
b71fac2ee9792cbe;sacreole;2016-11-14 15:10;"@realDonaldTrump "Don't flinch, don't foul, hit the line hard!" ~ President Theodore Roosevelt";https://twitter.com/sacreole/status/798166284688990209
b71fac2ee9792cbe;StrunkBrandon;2016-11-14 14:27;"Also, in the wise words of @galifianakisz in the movie #TheCampaign .. @realDonaldTrump gave us the ole D.C. dip and twirl. https:// twitter.com/codyspearz/sta tus/798035224701509632 …";https://twitter.com/StrunkBrandon/status/798155295486685184
b71fac2ee9792cbe;LuisJimenezLive;2016-11-14 12:12;"@thehill @realDonaldTrump pic.twitter.com/PAaciZ8omQ";https://twitter.com/LuisJimenezLive/status/798121487685124100
